asin,title,category
B07WYT1QKD,"PUZZLEK Slim Carrying Case for Nintendo Switch Lite, Portable Protective Hard Shell Travel Case for Switch Lite Console & Accessories, 10 Game Cartridge…","['Video Games', 'Nintendo Switch', 'Accessories']"
B06XS4XXFT,Super Bomberman R - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Accessories']"
B0011E4J7O,Xbox 360 Play and Charge Kit,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Cables & Adapters', 'Cables']"
B09XKK8VR7,"DIERYA DK63N 60% Wireless Wired Mechanical Gaming Keyboard, RGB Backlit Bluetooth Keyboard w/Arrow Keys, 63 Keys Ultra-Compact Keyboard Full Keys Programmable w/Brown Switch for Windows Laptop PC Mac","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B08TR5R8S4,Resident Evil Village Deluxe Edition - PlayStation 5 Deluxe Edition,"['Video Games', 'PlayStation 5', 'Games']"
B08NHNKD4V,"Venom Xbox Controller Rechargeable Battery Twin Pack - Black (Xbox Series X, Xbox Series S)","['Video Games', 'Xbox Series X & S', 'Accessories', 'Batteries & Chargers']"
B08NC7TX3H,VR Cover Facial Interface and Foam Replacement Set for Oculus Quest 2 (Dark Red & Black),"['Video Games', 'PC', 'Virtual Reality', 'Headsets']"
B074BJJH2H,Little Shop of Horrors: The Director's Cut + Theatrical (BD) [Blu-ray],"['Video Games', 'PlayStation 4', 'Games']"
B07SGF9DTY,havit Keycaps 60 87 104 Double Shot Backlit PBT Pudding Keycap Set with Puller for DIY Cherry MX RGB Mechanical Keyboard (Black),"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B0785SFKYF,Microsoft Xbox One Wireless Adapter for Windows (Bulk Packaging),"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Accessories']"
B07K9BTSLB,PLAYERUNKNOWN'S BATTLEGROUNDS - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B07YDG7ML7,"Sefitopher Wireless Controller Compatible for PS4 Playstation 4/Pro/Slim/PC Laptop, Professional Gamepad,Touch Panel Joypad with Dual Vibration, Instantly Timely Manner to Share Joystick-Blue","['Video Games', 'PlayStation 4', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B07CWJFZ9F,"Amazon Basics Xbox One Controller Thumb Grips - Pack of 2, Orange","['Video Games', 'Xbox One', 'Accessories', 'Thumb Grips']"
B09JTJFYBF,Minecraft Starter Collection - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B01NCX3W3O,Nintendo Switch Pro Controller [Switch],"['Video Games', 'Nintendo Switch', 'Games']"
B08LBBQQRL,"VOYEE Gaming Headset PS4 Headset, Xbox One Headset Noise Canceling Mic, Bass Surround PS5 Heaset Over Ear PC Headphone Xbox Series X|S Headset with Soft Memory Earmuffs, Led Light, Adjustable Headband","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B09YS165J3,"8Bitdo Zero 2 Bluetooth Gamepad Keychain Sized Mini Controller for Switch, Windows, Android, macOS & Raspberry Pi(Yellow Edition)","['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B0181R6WUA,YCCSKY Power Supply for Xbox 360 Slim AC Adapter Power Supply Brick Charger with Cable for Xbox 360 Slim,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories']"
B073SRS2RW,PowerA Chat Headset for PS4,"['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B09LTYXWYD,"PowerA Fusion Pro Wireless Controller for Nintendo Switch - White/Black, Nintendo Switch Lite, Gamepad, Bluetooth, Video Game Controller, Gaming Controller, Officially Licensed - Nintendo Switch","['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B00KIWEMIG,Far Cry 4 - PS3 [Digital Code],"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3']"
B07D2XKQJH,NSW MINECRAFT: SWITCH EDITION (AUSTRALIA),[]
B07MPSFJG3,Mad Max - Xbox One,"['Video Games', 'Xbox One', 'Games']"
B000B69E9G,Resident Evil 4 - PlayStation 2,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Games']"
B07XB5STFV,"YOOWA Triwing Screwdriver for Nintendo Switch Set Repair Tool Kit Y00 and PH000 Phillips Screwdriver for Joy-con Controller, Kickstand Replacement, Game Console Repair and Battery Replacement","['Video Games', 'Nintendo Switch', 'Accessories']"
B07NYGMPFJ,Minecraft Ps3 (Original Version),"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B07F6WPGN5,NAMCO MUSEUM ARCADE PAC - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B07CBJBQHG,"RDS Industries Nintendo Switch Grip Stand - for Enhanced Game Play , Perfect View Stand , Stores 3 Games , Comes with a Value Pack - Nintendo Switch","['Video Games', 'Nintendo Switch', 'Accessories']"
B08NRVRF3J,Collective Minds Strike Pack F.P.S. Dominator Controller Adapter with MODS & Paddles for PS4,"['Video Games', 'PlayStation 4', 'Accessories', 'Controllers']"
B0B12R84W3,Gotham Knights (PS5),"['Video Games', 'PlayStation 5', 'Games']"
B07X35K7QQ,Disney Classic Games: Aladdin and The Lion King - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B00GX15CFI,Super Mario 64 - Nintendo 64,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Games']"
B01A73ZIL0,"Xbox One Gaming Headset,SADES Stereo PC PS4 Gaming Headset with Microphone Noise Cancelling Over Ear Gaming Headphones with Soft Memory Earmuffs for Xbox one / PS4/ Laptop/Mac(Camouflage)","['Video Games', 'Mac', 'Accessories', 'Headsets']"
B09LVF2D4S,"IINE Game Card Case for Nintendo Switch Game Card or Micro SD Cards, with 16 Game Card Slots, 2 Micro SD Card Slots Shockproof Water Resistant Card Holder Carrying Storage Box (Black)","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B01MSHWI1B,"BlueFire Professional Stereo Gaming Headset for PS4, Xbox One Headphones with Mic and LED Lights for Playstation 4, Xbox One, PC (Red)","['Video Games', 'PC', 'Accessories']"
B0CC5W8RT1,"KIWIHOME Dockable Case Compatible with Nintendo Switch OLED Model 2021, [Flip Design 4 Game Card Slots], Ergonomic Comfort TPU Grip Protective Case for Switch OLED Console and Joy-Cons, Black","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B0723DC3LY,Amazon Basics Starter Kit for Nintendo Switch,[]
B017W175Y8,Pokken Tournament - Wii U,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii U', 'Games']"
B07YSYRMTJ,Marvel's Iron Man VR (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B0C9NC3G29,Everdell Standard Edition,"['Video Games', 'PC', 'Games']"
B08KHD9V74,Ori and the Will of The Wisps - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B01BEUL5T4,Wolf Link Amiibo Jp Model (The Legend of Zelda Series),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B005GA1H4C,Microsoft XBOX 360 Kinect Sensor,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Remotes']"
B06ZY1JT3V,amiibo link Majora'S Mask ( The legend series of Zelda ) Japan Import [Nintendo 3DS],"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B004WF32G8,Metal Gear Solid 4: Guns of the Patriots,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B07KS74Q2X,Nintendo Joy-Con Wheel (Set of 2) - White - Switch,"['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B07TQJJLHR,"Docking Station for Nintendo Switch, Switch Dock, ikedon Portable TV Docking Station Replacement for Nintendo Switch with 4K HDMI and USB 3.0 Port","['Video Games', 'Nintendo Switch', 'Accessories', 'Cables & Adapters']"
B00IS6S7RQ,Batman: Arkham Knight,[]
B0849N2ZSB,"Rebuff Reality TrackStrap Plus - VIVE Tracker 3.0 / VIVE Tracker (Sold Separately) Full Body Tracking - 10+ hrs 6,000mAh Battery - Adjustable Comfortable Foot Straps and Waist Belt - Popular in VRChat - Motion Capture","['Video Games', 'PC', 'Accessories']"
B00KJGYGUA,"Microsoft Rise of the Tomb Raider, Xbox One","['Video Games', 'Xbox One', 'Games']"
B073TYDXLC,"FYOUNG Grip Compatible with 2DS XL, Hand Grip Compatible with New Nintendo 2DS XL","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories', 'Hand Grips']"
B002CJ8Z04,Pokemon Emerald Version - Game Boy Advance,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Game Boy Systems', 'Game Boy Advance', 'Games']"
B07XHLLYQ6,Assassin's Creed: The Rebel Collection (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Games']"
B082R1RGZF,Turtle Beach Stealth 300 Amplified Surround Sound Gaming Headset for Xbox One - Xbox One (Wired),"['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B07FNRG7N8,"Diswoe Gaming Headset, 3.5mm Wired Over-Head Stereo Headphone with Mic Microphone Volume Control for Sony PS4 PS5 PC Tablet Laptop Smartphone Xbox One","['Video Games', 'PC', 'Accessories', 'Headsets']"
B08MRDDQXD,Assassin's Creed Valhalla PS5,"['Video Games', 'PlayStation 5', 'Games']"
B09Q5SFVBN,"EEEKit Crossbody Sling Bag, Small Black Sling Backpack Shoulder Bag for Men Women, Waterproof Crossbody Travel Bag with USB Charging Port and Bottle Hoder for Outdoor Hiking Walking Travel","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B00O9GVKZU,Turtle Beach - Ear Force XO Seven Pro Premium Gaming Headset - Superhuman Hearing - Xbox One (Discontinued by Manufacturer),"['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B09N77RFYL,Elden Ring - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B07FK8Q7RR,Nintendo Amiibo - Ridley - Super Smash Bros. Series - Nintendo Switch,"['Video Games', 'Legacy Systems', 'Nintendo Systems']"
B0BV1ZC25P,"DIWUER Gaming Headset for Nintendo Switch, Xbox One, PS4, Bass Surround and Noise Cancelling 3.5mm Over Ear Headphones with Mic for Laptop PC Smartphones (Blue)","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B08JHX17ZZ,Super Mario 3D World + Bowser's Fury - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B06XRR1K4F,TAKECASE Hard Shell Carrying Case - Compatible with Nintendo 3DS XL and 2DS XL - Fits 16 Game Cards and Wall Charger - Includes Removable Accessories Pouch and Extra Large Stylus Dark Blue,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories', 'Cases & Storage']"
B08N6P14S7,"Thrustmaster T150 RS Racing Wheel Racing Wheel and Pedals (PS5, PS4, PC)","['Video Games', 'PC', 'Accessories', 'Controllers', 'Racing Wheels']"
B07R9RPQ43,Pac-Man Championship Edition 2 + Arcade Game Series - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B00CAWLJ24,Nintendo 3DS XL - Blue/Black [Old Model] Games Included,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Consoles']"
B0793DBSBL,Nintendo Labo - Variety Kit,"['Video Games', 'Nintendo Switch', 'Accessories']"
B07RT6NN3M,Race with Ryan - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B00284AI3K,Venom Xbox 360 Twin Docking Station with 2 x Rechargeable Battery Packs: Black (Xbox 360),"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Batteries & Chargers', 'Chargers']"
B0771SK6GL,The Hobbit: An Unexpected Journey,[]
B07FR45NFR,Paw Patrol: On a roll! (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Games']"
B07Q6PZGB6,"FANTECH P51SE Gaming Keyboard and Mouse, Gaming Headset and Headphone Stand, Gaming Mouse Pad Combo - Wired RGB Rainbow Backlit PC Gamers Basic 5 in 1 Gaming Set - Black","['Video Games', 'PC', 'Accessories']"
B08F6H8TBD,PowerA MOGA XP5-X Plus Bluetooth Controller for Mobile & Cloud Gaming on Android/PC,"['Video Games', 'PC', 'Accessories', 'Controllers']"
B01CKGI4RM,Paper Mario: Color Splash - Wii U Standard Edition,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii U', 'Games']"
B07X35GXG3,Nighthawk Interactive Disney Classic Games: Aladdin and The Lion King - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B00002STEZ,Donkey Kong 64 - Nintendo 64,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Games']"
B00GFVU8PK,PS3 Gran Turismo 5 XL Edition,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B07TKV38KX,"YCCTEAM Rechargeable Battery Packs for Xbox One, 2 Pack 1200 mAh Xbox One Controller Battery Pack with USB C Charging Cable and Micro USB Adapter - Upgrade Integrated Rechargeable Battery","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Batteries & Chargers', 'Batteries']"
B07MSK7GXV,Paladone Nintendo Super Mario Bros Lamp - Retro Decor Light for Game or Bedroom - Great for Gamers - Official Merchandise,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo NES', 'Games']"
B07CZXQS2V,Monster Hunter Generations Ultimate - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B00UA9XBJI,LEGO Jurassic World (Xbox One),"['Video Games', 'Xbox One', 'Games']"
B084STK2TF,Controller Gear Authentic and Officially Licensed Animal Crossing: New Horizons - Outdoor Pattern - Nintendo Switch Lite Skin - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Accessories', 'Faceplates, Protectors & Skins']"
B019M2EA3Y,Devir Games Codigo Secreto,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Games']"
B08GH8GYCY,Officially Licensed Nintendo 3DS – Game Traveler Essentials – Screen Protector and Stylus Pack,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS']"
B0077386V8,GameCube (Jet Black),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'GameCube', 'Games']"
B07G122BVS,"Vastar Repair Tool Kit for Xbox One 360 PS3 PS4 PS5 Controller XBOX series X|S, 12 in 1 T6 T8 T10 Xbox One Screwdriver Set with Cross Screwdriver 1.5, Safe Pry Tools, Cleaning Brush & Cloth in EVA Bag","['Video Games', 'PlayStation 4', 'Accessories', 'Accessory Kits']"
B0C1W4WV2B,"HyperX Pulsefire FPS Pro - Gaming Mouse, Software Controlled RGB Light Effects & Macro Customization, Pixart 3389 Sensor Up to 16,000 DPI, 6 Programmable Buttons, Mouse Weight 95g","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B00DQAFCK4,Uganda Be Kidding Me,"['Video Games', 'PC', 'Games']"
B00UAC3ZK0,LEGO Marvel Avengers (PS4),"['Video Games', 'Legacy Systems', 'PlayStation Systems']"
B016K122XU,"PDP Xbox One Afterglow AG 9+ Prismatic True Wireless Gaming Headset, Black, Pack of 1","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Games']"
B07HVHT7XF,"PORTHOLIC Wii to HDMI Converter 1080P with 5ft High Speed HDMI Cable Wii2 HDMI Adapter Output Video&Audio with 3.5mm Jack Audio, Support All Wii Display 720P, NTSC, Compatible with Full HD Devic","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Cables & Adapters', 'Adapters']"
B07BB641C4,Nintendo Amiibo Pearl (Splatoon series) Japan Ver.,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Interactive Gaming Figures']"
B07SWSLKT4,Nintendo Spongebob Squarepants: Battle for Bikini Bottom - Rehydrated (PS4) - Nintendo Switch,"['Video Games', 'PlayStation 4', 'Games']"
B01M31YZPX,"Nintendo France SARL Animal Crossing: New Leaf - Welcome Pack Sanrio - Amiibo 6 Card (Multi), Black, 2003266","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories']"
B0009FU10K,The Grudge,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'Sony PSP', 'Games']"
B0018QOWEU,Generic New Wired Infrared Sensor Bar for Nintendo Wii Controller,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii']"
B00GPRP124,Nintendo 3DS XL - Blue/Black [Old Model] Games Included,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Consoles']"
B099574TKJ,"BOBOVR F2 Active Air Circulation Facial Interface Compatible with Quest 2,Replace Silicone Face Cover Pad,Relieve The Accumulation of Hot Air and Lens Fogging","['Video Games', 'PC', 'Virtual Reality', 'Accessories']"
B01LDUYU60,Super Mario Maker for Nintendo 3DS - Nintendo 3DS,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B09QQF5XJN,Colors Live - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Accessories', 'Faceplates, Protectors & Skins', 'Screen Protectors']"
B071R3P45V,Go-Tcha LED Touch Screen Wristband for Pokémon Go Plus Accessory,"['Video Games', 'Legacy Systems', 'Microconsoles', 'GEM Box']"
B07WGMB16C,"GOFOYO K21 Mobile Game Controller for PUBG/Call of Duty/Fortnite,aim Trigger Fire Buttons L1R1 Shooter Sensitive Joystick,Gamepad for 4.7-6.5 inch iPhone & Android Phone","['Video Games', 'PC', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B07WSHTJ48,"Redragon S101 Gaming Keyboard, M601 Mouse, RGB Backlit Gaming Keyboard, Programmable Backlit Gaming Mouse, Value Combo Set [New Version]","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07HCXFQ8P,"SteelSeries Rival 650 Quantum Wireless Gaming Mouse - Rapid Charging Battery - 12, 000 Cpi Truemove3+ Dual Optical Sensor - Low 0.5 Lift-Off Distance - 256 Weight Configurations - 8 Zone RGB Lighting","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B07VLYNBZN,"NIVAVA Gaming Headset for PS4, PC Headphones with Microphone LED Light Mic for Nintendo Switch PS5 Playstation Computer, K6(Green)","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B07Z6NKZ1Q,"IFYOO PC Steam Game Controller, ONE Pro Wired USB Gaming Gamepad Joystick Compatible with Computer/Laptop(Windows 10/8/7/XP), Android(Phone/Tablet/TV/Box), PS3 - [Black&Silver]","['Video Games', 'Mac', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B00SZ1DQFM,LEGO Jurassic World - Xbox One Standard Edition,"['Video Games', 'Xbox One', 'Games']"
B09GLCGMGW,Nintendo Mario Party Superstars (Nintendo Switch) (European Version),"['Video Games', 'Nintendo Switch', 'Games']"
B07GX8YS78,PDP Gaming Legend Of Zelda Link GameCube Wired Fight Pad Pro Controller: Link - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B07ZGD8GR1,Frienda 26 Pieces Replacement Thumb Grips Caps Cover Silicone Luminous Analog Controller Joystick Thumb Stick Cap Compatible with PS5 PS4 PS3 PS2 Xbox 360 Xbox One Controllers,"['Video Games', 'PlayStation 4', 'Accessories', 'Thumb Grips']"
B07J3WYQYD,Compatible with Nintendo Switch Case with Screen Protector (Green),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Cases & Storage']"
B07ZCN5ZRZ,AnubisGX Premium White RGB Mouse Pad | XL Waterproof Computer Gaming Desk Mat | New 14 Glowing LED Types | XXL Extended Non-Slip Glowing Gamer RBG Mousepad | 31.5 x 11.8 in,"['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B0BRXYDXP7,"Satisfye - ZenGrip Pro Gen 3 OLED, a Switch Grip Compatible with Nintendo Switch - Comfortable & Ergonomic Grip, Joy Con & Switch Control. #1 Switch Accessories Designed for Gamers (Blue)","['Video Games', 'Nintendo Switch', 'Accessories', 'Hand Grips']"
B08C7PC1GM,"BENGOO G9500 Gaming Headset Headphones for PS4 Xbox One PC Controller, Over Ear Headphones with 720° Noise Cancelling Mic, Bicolor LED Light, Soft Memory Earmuffs for Gamecube Super Nintendo PS5","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Accessories']"
B00CMQTTZ2,Quantum Break – Xbox One,"['Video Games', 'Xbox One', 'Games']"
B01IAE8TEQ,Gamers Digital Wireless Keyboard ChatPad for Xbox One S Keyboard White with USB Receiver with Audio/Headset Jack for Xbox One Elite & Slim Controller,"['Video Games', 'Xbox One', 'Accessories', 'Controllers']"
B003DSAT0C,INSTEN Remote Controller Charger + 2 Battery Packs For Wii Game,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Batteries & Chargers', 'Chargers']"
B0BBBSLZB7,SteelSeries Arctis Pro + GameDAC Wired Gaming Headset - Certified Hi-Res Audio - Dedicated DAC and Amp - for PS5/PS4 and PC - White,"['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B07PQ62D7V,FANDRAGON USB Wireless Gaming Controller Gamepad for PC/Laptop Computer(Windows XP/7/8/10) & PS3 & Android & Steam - [Black] (black),"['Video Games', 'PC', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B07KCS4WNQ,Dr. Seuss' The Grinch / Le Grincheux,"['Video Games', 'PlayStation 4', 'Games']"
B08SLX26TD,havit RGB Gaming Headphone Stand Desk Dual Headset Hanger Base with Phone Holder & 2 USB Ports for Desktop PC Game Earphone Accessories,"['Video Games', 'PC', 'Accessories', 'Headsets']"
B007PUNCLM,Microsoft Xbox LIVE 12 Month Gold Membership (Physical Card),"['Video Games', 'Online Game Services', 'Xbox Live', 'Subscriptions']"
B01LC9A6M4,LOZ: Ocarina of Time Link Japanese Version Amiibo Accessory [Nintendo],"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii U', 'Games']"
B01MDQAMYH,TrackIr 5 Premium Head Tracking for Gaming,"['Video Games', 'PC', 'Accessories', 'Controllers']"
B016P0BVH4,"KontrolFreek FPS Freek Galaxy Purple for Xbox One and Xbox Series X Controller | 2 Performance Thumbsticks | 1 High-Rise, 1 Mid-Rise | Purple","['Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Joysticks']"
B07LB238DT,Nintendo Fitness Boxing (Nintendo Switch) - Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B09G2W2VFV,Big Brain Academy: Brain vs. Brain - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B083SKB2D5,"Dockable Clear Case for Nintendo Switch, VANJUNN 3 in 1 Protective Case Cover for Nintendo Switch and Joy-Con Controller with Clear Grip Cover Shock-Absorption and Anti-Scratch Design(Crystal Clear)","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B07TB35C4X,"Y Team Charger for Switch, Fast Switch Charger AC Adapter for Switch /Lite/Dock/Pro Controller with 5FT USB Type C Cable 15V/2.6A Power Supports TV Mode and Dock Station","['Video Games', 'Nintendo Switch', 'Accessories', 'Batteries & Chargers']"
B087V543WW,House Flipper (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Games']"
B0B6BC9B77,"GameSir F4 PUBG Mobile Game Controlle, Mobile Gaming Trigger for Fortnite/COD/Rules of Survival, Gaming Grip Joysticks for 4.5-6.5 inch iOS Android Phone","['Video Games', 'Legacy Systems', 'Microconsoles']"
B0019CJ5X6,Mario Kart Wii with Wii Wheel,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Controllers', 'Racing Wheels']"
B0891CPNVV,Mafia: Definitive Edition (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B07FLJ9DWJ,"KLIM Chroma Wireless New 2022 - Teclado inalámbrico Gaming ESPAÑOL + Teclado Gaming ligero, duradero, resiste al agua, ergonómico, silencioso + Spanish Layout","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B08MBPMKPC,PSVR Aim Controller Firewall Zero Hour Bundle - PlayStation VR,"['Video Games', 'PlayStation 4', 'PlayStation VR Hardware', 'Headsets']"
B007WM5GIA,Mario Kart 7,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B077V9S6XH,"KIWITATA Classic N64 Controller, kiwitatá Retro N64 Wired Remote Game Pad Joystick Controller Compatible N64 System Video Console Grey","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Accessories']"
B09QL4J4NW,"Micro USB Cable,15Ft Extra Long PS4 Controller Charger Cable, DEEGO Durable Android Charging Cord for Samsung Galaxy S7 Edge S6,Note 5,Note 4,Moto G5,Android Phone,Kindle Fire,Black","['Video Games', 'PlayStation 4', 'Accessories', 'Cables & Adapters', 'Cables']"
B07JF4VY18,"TOMSIN Metal Buttons for PS4 Controller Gen 1, Aluminum Metal Thumbsticks Analog Grip & Bullet Buttons & D-pad & L1 R1 L2 R2 Triggers (Dark Grey)","['Video Games', 'PlayStation 4', 'Accessories', 'Accessory Kits']"
B01IH9H7LA,"YCCTEAM Rechargeable Battery Packs for Xbox One, 2 Pack 1200 mAh Xbox One Controller Battery Pack with USB C Charging Cable and Micro USB Adapter - Upgrade Integrated Rechargeable Battery","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Batteries & Chargers', 'Batteries']"
B08HQQGH74,"Accessories Bundle for Switch Lite, Kit with Carrying Case, Screen Protector, Playstand, Game Card Case, Charging Dock, USB Cable,Thumb-Grip Caps, Stylus for Nintendo Switch Lite","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B0836T6Q2J,"Sefitopher Wired Controller Compatible for PS4 Playstation 4/pro/Slim/PC/Laptop with Functions Such as Vibration, Colored LED Indicator, Double Vibration and Anti Slip Grip,6.5ft Cable Length","['Video Games', 'PlayStation 4', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B0827RXHY7,"N64 AV Cable, Audio Video AV Cable Cord for Nintendo 64 N64, Gamecube GC,Super Nintendo SNES, 2.5M/8.2FT","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64']"
B08HGB88RB,Mario Kart Live: Home Circuit - Mario (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Games']"
B002FR7QC6,Tortured for Christ,"['Video Games', 'Legacy Systems', 'Commodore Systems', 'Commodore 64', 'Games']"
B00OBX3W5M,DualShock 4 Wireless Controller for PlayStation 4 - Jet Black [Old Model],"['Video Games', 'PlayStation 4', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B001HRH8DW,Hollywood Shuffle [DVD],"['Video Games', 'PlayStation 4', 'Games']"
B095D634SZ,My Frend Peppa Pig Complete Edition- Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B07HGJLHSP,Undertale Nintendo Switch Standard Edition [Physical],"['Video Games', 'Nintendo Switch', 'Games']"
B0BMXDXS4X,"Drop + EPOS PC38X Gaming Headset Noise-Cancelling Microphone with Over-Ear Open-Back Design, Velour Earpads, Compatible with PC, PS4, PS5, Switch, Xbox, Mac, Mobile, and More (Black)","['Video Games', 'PC', 'Accessories', 'Headsets']"
